ID;Annee;Lat;Lon;Plantation;Recolte
1;1994;45.13333333;-71.8;;
2;1994;45.23333333;-71.81666667;;
3;1994;45.3;-74.3;;
4;1995;45.6;-73.1;;
5;1995;45.83333333;-73.4;;
6;1995;45.36666667;-71.86194444;;
7;1995;45.61666667;-72.95;;
8;1995;45.83333333;-73.4;;
9;1996;45.83333333;-73.4;;
10;1996;45.31583333;-73.34555556;;
11;1996;45.36666667;-71.86194444;;
12;1996;45.36666667;-71.86194444;;
13;1996;45.61666667;-72.95;;
14;1996;45.83333333;-73.4;;
15;1994;45.66555556;-73.05027778;;
16;1994;45.4;-73.95;;
17;1994;45.6;-73.1;;
18;1990;;;;
19;1990;;;;
20;1990;;;;
21;1990;;;;
22;1991;;;;
23;1991;;;;
24;1971;;;139;
25;1971;;;139;
26;1971;;;139;
27;1971;;;139;
28;1971;;;139;
29;1971;;;139;
30;1971;;;139;
31;1971;;;139;
32;1971;;;139;
33;1971;;;139;
34;1971;;;139;
35;1971;;;139;
36;1971;;;142;
37;1971;;;142;
38;1971;;;142;
39;1971;;;142;
40;1971;;;142;
41;1971;;;142;
42;1971;;;142;
43;1971;;;142;
44;1972;;;140;
45;1972;;;140;
46;1972;;;140;
47;1972;;;140;
48;1972;;;146;
49;1972;;;146;
50;1972;;;146;
51;1972;;;146;
52;1972;45.31583333;-73.34555556;147;235
53;1972;45.31583333;-73.34555556;147;234
54;1973;45.31583333;-73.34555556;147;221
55;1973;;;156;226
56;1973;;;163;233
57;1974;;;156;233
58;1974;;;157;230
59;1974;45.41666667;-73.5;156;234
60;1974;45.41666667;-73.5;156;228
61;1974;46.58333333;-71.1;155;
62;1974;45.25;-73.8;157;
63;1970;47.36666667;-70.03333333;;
64;1970;47.36666667;-70.03333333;;
65;1970;47.36666667;-70.03333333;;
66;1970;47.91666667;-69.43333333;;
67;1972;47.36666667;-70.03333333;160;
68;1972;46.91666667;-70.9;171;
69;1972;45.61666667;-72.95;144;
70;1972;46.1;-71.3;150;
71;1972;45.23333333;-71.81666667;158;
72;1972;45.33333333;-73.16666667;145;
73;1972;45.95;-71.98333333;151;
74;1973;46.91666667;-70.9;161;
75;1973;47.36666667;-70.03333333;161;
76;1973;45.31583333;-73.34555556;158;
77;1973;45.61666667;-72.95;129;
78;1973;45.48333333;-71.66666667;173;
79;1973;45.36666667;-71.86194444;129;
80;1973;45.13333333;-71.8;160;
81;1973;55.43333333;-73.16666667;163;
82;1973;45.23333333;-71.81666667;174;
83;1974;45.37416667;-71.665;157;
84;1973;45.25;-73.8;137;
85;1974;47.36666667;-70.03333333;149;
86;1974;46.58333333;-71.1;155;
87;1974;45.61666667;-72.95;143;
88;1974;47.36666667;-70.03333333;;
89;1974;45.4;-71.25;184;
90;1974;45.41666667;-71.63333333;180;
91;1974;45.46666667;-71.5;171;
92;1974;45.41666667;-71.63333333;162;
93;1974;47.36666667;-70.03333333;135;
94;1974;47.36666667;-70.03333333;159;
95;1974;45.13333333;-74;159;
96;1973;45.4;-73.95;136;
97;1973;45.31666667;-73.26666667;171;
98;1973;45.13333333;-74;145;
99;1973;45.4;-73.95;136;
100;1972;45.35;-74.21666667;;
101;1972;45.4;-73.95;;
102;1975;45.4;-73.95;;
103;1975;45.4;-73.95;;
104;1975;45.4;-73.95;;
105;1975;45.4;-73.95;;
106;1975;45.78333333;-72.01666667;;
107;1975;45.36666667;-71.86194444;;
108;1975;45.78333333;-72.01666667;;
109;1975;45.88;-71.9425;;
110;2001;45.6;-73.1;124;278
111;2001;45.6;-73.1;124;278
112;2001;45.73333333;-72.91666667;127;280
113;2001;45.73333333;-72.91666667;127;280
114;2001;47.43333333;-73.16666667;129;280
115;2001;48.43333333;-73.16666667;129;280
116;2001;45.53333333;-73;129;280
117;2001;45.53333333;-73;129;280
118;2001;46.90472222;-70.70166667;139;292
119;2001;46.90472222;-70.70166667;139;292
120;2001;46.98333333;-70.55;140;292
121;2001;46.98333333;-70.55;140;292
122;2001;46.75;-72.26666667;141;287
123;2001;46.75;-72.26666667;141;287
124;2002;45.2;-73.98333333;142;298
125;2002;45.2;-73.98333333;142;298
126;2002;45.2;-73.98333333;126;298
127;2002;45.2;-73.98333333;126;298
128;2002;45.2;-73.98333333;131;294
129;2002;45.2;-73.98333333;131;294
130;2002;45.16638889;-73.52527778;112;294
131;2002;45.16638889;-73.52527778;112;294
132;2002;45.16638889;-73.52527778;132;294
133;2002;45.16638889;-73.52527778;132;294
134;2002;46.1;-72.36666667;133;298
135;2002;46.1;-72.36666667;133;298
136;2002;46.21666667;-72.61666667;146;292
137;2002;46.21666667;-72.61666667;146;292
138;2002;46.23333333;-72.21666667;148;292
139;2002;46.23333333;-72.21666667;148;292
140;2003;45.2;-73.98333333;141;298
141;2003;45.2;-73.98333333;141;298
142;2003;45.2;-73.98333333;141;298
143;2003;45.2;-73.98333333;141;298
144;2003;45.2;-73.98333333;141;298
145;2003;45.2;-73.98333333;141;298
146;2003;45.21666667;-73.28333333;143;289
147;2003;45.21666667;-73.28333333;143;289
148;2003;45.21666667;-73.28333333;143;289
149;2003;45.12833333;-73.32194444;143;290
150;2003;45.12833333;-73.32194444;143;290
151;2003;45.12833333;-73.32194444;143;290
152;2003;45.33333333;-73.16666667;143;290
153;2003;45.33333333;-73.16666667;143;290
154;2003;45.33333333;-73.16666667;143;290
155;2003;45.46666667;-73.26666667;149;297
156;2003;45.46666667;-73.26666667;149;297
157;2003;45.46666667;-73.26666667;149;297
158;2003;46.21666667;-72.61666667;144;299
159;2003;46.21666667;-72.61666667;144;299
160;2003;46.21666667;-72.61666667;144;299
161;2003;46.1;-72.36666667;148;299
162;2003;46.1;-72.36666667;148;299
163;2003;46.1;-72.36666667;148;299
164;2004;45.2;-73.98333333;134;300
165;2004;45.2;-73.98333333;134;300
166;1995;45.52638889;-73.3425;;
167;1995;45.61666667;-72.95;;
168;1996;45.52638889;-73.3425;;
169;1996;45.61666667;-72.95;;
170;1972;45.73333333;-72.91666667;;
171;1972;45.73333333;-72.91666667;;
172;1972;45.64916667;-72.99444444;;
173;1972;45.64916667;-72.99444444;;
174;1972;45.6;-76.48333333;;
175;1972;45.6;-76.48333333;;
176;1975;45.73333333;-72.91666667;;
177;1975;45.64916667;-72.99444444;;
178;2006;45.56638889;-73.2025;126;214
179;2006;45.62722222;-72.94027778;157;229
180;2006;45.25944444;-73.61861111;159;236
181;2006;46.69805556;-71.58444444;123;216
182;2007;45.56638889;-73.2025;161;243
183;2007;45.62722222;-72.94027778;160;242
184;2007;45.25944444;-73.61861111;165;257
185;2007;46.69805556;-71.58444444;153;254
186;1978;45.4;-73.95;118;228
187;1978;45.13333333;-74;141;238
188;1978;45.45;-74.15;150;244
189;1978;45.18333333;-73.85;148;243
190;1978;45.155;-73.81222222;133;238
191;1978;45.4;-73.95;118;235
192;1978;45.13333333;-74;141;243
193;1978;45.45;-74.15;150;262
194;1978;45.18333333;-73.85;148;243
195;1978;45.155;-73.81222222;133;243
196;1967;45.13333333;-74;127;280
197;1967;45.13333333;-74;127;280
198;1967;45.05;-72.83333333;145;288
199;1967;45.05;-72.83333333;145;288
200;1968;45.4;-73.95;149;289
201;1968;45.4;-73.95;149;289
202;1968;45.35;-74.21666667;136;283
203;1968;45.35;-74.21666667;136;283
204;1968;45.28333333;-72.98333333;144;294
205;1968;45.28333333;-72.98333333;144;294
206;1990;45.64305556;-72.90083333;;
207;1990;45.13333333;-74;;
208;1991;45.64305556;-72.90083333;;
209;1991;45.13333333;-74;;
210;1999;45.78333333;-73.18333333;131;277
211;1999;45.78333333;-73.18333333;131;277
212;1999;45.48333333;-72.75;127;269
213;1999;45.48333333;-72.75;127;269
214;1999;45.78333333;-73.15;128;269
215;1999;45.78333333;-73.15;128;269
216;1999;45.88333333;-72.66666667;135;277
217;1999;45.88333333;-72.66666667;135;277
218;1999;45.88333333;-72.76666667;134;276
219;1999;45.88333333;-72.76666667;134;276
220;1999;45.85;-73.76666667;122;270
221;1999;45.85;-73.76666667;122;270
222;1999;49.43333333;-73.16666667;120;263
223;1999;50.43333333;-73.16666667;120;263
224;1999;45.25;-73.8;122;263
225;1999;45.25;-73.8;122;263
226;1999;45.88333333;-73.15;126;269
227;1999;45.88333333;-73.15;126;269
228;1999;46.16666667;-71.88333333;123;275
229;1999;46.16666667;-71.88333333;123;275
230;1999;45.88333333;-73.16666667;124;259
231;1999;45.88333333;-73.16666667;124;259
232;1999;45.20722222;-73.22888889;125;266
233;1999;45.20722222;-73.22888889;125;266
234;1999;45.18333333;-74.13333333;124;259
235;1999;45.12833333;-73.32194444;121;266
236;1999;45.12833333;-73.32194444;121;266
237;1999;46.26666667;-72.83333333;135;282
238;1999;46.26666667;-72.83333333;135;282
239;2000;45.73333333;-72.91666667;138;281
240;2000;45.73333333;-72.91666667;138;281
241;2000;45.48333333;-72.75;142;283
242;2000;45.48333333;-72.75;142;283
243;2000;46.45;-72.35;141;281
244;2000;46.45;-72.35;141;281
245;2000;45.53333333;-73;125;283
246;2000;45.53333333;-73;125;283
247;2000;45.78333333;-73.15;143;283
248;2000;45.78333333;-73.15;143;283
249;2000;45.08333333;-73.36666667;137;288
250;2000;45.08333333;-73.36666667;137;288
251;2000;45.43333333;-73.16666667;125;283
252;2000;46.43333333;-73.16666667;125;283
253;2000;45.25;-73.8;125;288
254;2000;45.25;-73.8;125;288
255;2000;46.7;-71.58333333;143;281
256;2000;46.7;-71.58333333;143;281
257;2000;45.88333333;-73.15;159;281
258;2000;45.88333333;-73.15;159;281
259;2000;45.88333333;-73.16666667;151;288
260;2000;45.88333333;-73.16666667;151;288
261;2000;45.12833333;-73.32194444;125;288
262;2000;45.12833333;-73.32194444;125;288
263;2001;45.83333333;-73.4;130;284
264;2001;46.83333333;-73.4;130;284
265;2001;45.48333333;-72.75;129;280
266;2001;45.48333333;-72.75;129;280
267;2001;45.3;-74.05;131;274
268;2001;45.3;-74.05;131;274
269;2001;45.78333333;-73.15;120;293
270;2001;45.78333333;-73.15;120;293
271;2001;45.73333333;-72.73333333;119;273
272;2001;45.73333333;-72.73333333;119;273
273;2001;45.08333333;-73.36666667;123;283
274;2001;45.08333333;-73.36666667;123;283
275;2001;45.08333333;-73.36666667;123;283
276;2001;45.08333333;-73.36666667;123;283
277;2001;46.01666667;-73.56666667;125;284
278;2001;46.01666667;-73.56666667;125;284
279;2001;45.86666667;-72.9;130;273
280;2001;45.86666667;-72.9;130;273
281;2001;51.43333333;-73.16666667;121;280
282;2001;51.43333333;-73.16666667;121;280
283;2001;51.43333333;-73.16666667;129;280
284;2001;51.43333333;-73.16666667;129;280
285;2001;45.25;-73.8;124;280
286;2001;45.25;-73.8;124;280
287;2001;46.7;-71.58333333;138;286
288;2001;46.7;-71.58333333;138;286
289;2001;45.88333333;-73.15;132;285
290;2001;45.88333333;-73.15;132;285
291;2001;45.16638889;-73.52527778;127;291
292;2001;45.16638889;-73.52527778;127;291
293;2001;45.12833333;-73.32194444;124;291
294;2001;45.12833333;-73.32194444;124;291
295;2001;45.95;-73.08333333;126;285
296;2001;45.95;-73.08333333;126;285
297;1994;45.61666667;-72.95;;
298;1995;45.61666667;-72.95;;
299;1996;45.61666667;-72.95;;
300;1995;46.73333333;-71.46666667;;
301;1996;45.64305556;-72.90083333;;
302;1987;46.58333333;-71.2;141;259
303;1987;46.58333333;-71.2;141;259
304;1987;46.58333333;-71.2;141;259
305;1987;46.58333333;-71.2;141;259
306;1987;46.58333333;-71.2;141;259
307;1987;46.58333333;-71.2;141;259
308;1987;46.58333333;-71.2;141;259
309;1987;46.58333333;-71.2;141;259
310;1988;46.58333333;-71.2;141;259
311;1988;46.58333333;-71.2;141;259
312;1988;46.58333333;-71.2;141;259
313;1988;46.58333333;-71.2;141;259
314;1988;46.58333333;-71.2;141;259
315;1988;46.58333333;-71.2;141;259
316;1988;46.58333333;-71.2;141;259
317;1988;46.58333333;-71.2;141;259
318;1989;46.58333333;-71.2;141;259
319;1989;46.58333333;-71.2;141;259
320;1989;46.58333333;-71.2;141;259
321;1989;46.58333333;-71.2;141;259
322;1989;46.58333333;-71.2;141;259
323;1989;46.58333333;-71.2;141;259
324;1989;46.58333333;-71.2;141;259
325;1989;46.58333333;-71.2;141;259
326;1998;45.21666667;-73.28333333;119;
327;1998;45.21666667;-73.28333333;119;
328;1999;45.21666667;-73.28333333;120;
329;1999;45.21666667;-73.28333333;120;
330;1992;45.31583333;-73.34555556;126;280
331;1993;45.31583333;-73.34555556;126;280
332;1994;45.31583333;-73.34555556;126;280
333;1996;45.31583333;-73.34555556;126;280
334;1998;45.31583333;-73.34555556;126;280
335;2000;45.31583333;-73.34555556;126;280
336;1998;45.65;-72.68333333;121;
337;1998;45.73333333;-72.91666667;119;
338;1998;45.35;-72.93333333;121;
339;1998;45.91194444;-72.93166667;136;
340;1998;45.2;-72.75;128;
341;1998;45.9;-73.66666667;134;
342;1998;45.65194444;-72.69333333;120;
343;1998;45.91194444;-72.93166667;127;
344;1998;45.96666667;-73.71666667;121;
345;1998;45.78333333;-73.18333333;121;
346;1998;47.11666667;-72.98333333;127;
347;1998;45.91194444;-72.93166667;128;
348;1998;45.91194444;-72.93166667;125;
349;1998;45.43333333;-73.16666667;119;
350;1998;45.66555556;-73.05027778;118;
351;1998;46.13333333;-73.51666667;123;
352;1998;45.35;-72.93333333;121;
353;1998;45.43805556;-72.88805556;129;
354;1998;46.01666667;-73.45;131;
355;1998;45.17166667;-72.94722222;132;
356;1998;45.95;-73.56666667;121;
357;1999;45.5;-72.9;123;
358;1999;45.11666667;-74.35;124;
359;1999;45.78333333;-73.18333333;119;
360;1999;45.53333333;-73;120;
361;1999;45.43805556;-72.88805556;125;
362;1999;45.5;-72.9;116;
363;1999;45.68333333;-73.43333333;118;
364;1999;45.41666667;-73;119;
365;1999;45.43805556;-72.88805556;126;
366;1999;45.35;-72.93333333;118;
367;1999;45.43805556;-72.88805556;124;
368;1999;45.5;-72.9;121;
369;1999;45.56666667;-73.2;137;
370;1999;45.78333333;-73.18333333;125;
371;1999;45.61666667;-72.95;120;
372;1999;45.46666667;-73.26666667;123;
373;1999;45.12472222;-73.06888889;123;
374;1999;45.3;-74.3;126;
375;1999;45.95;-73.08333333;122;
376;1999;45.97333333;-72.99916667;120;
377;1999;45.12472222;-73.06888889;123;
378;1999;45.78333333;-73.18333333;125;
379;1999;45.35;-72.93333333;124;
380;1999;45.68333333;-73.2;118;
381;1999;45.8;-72.86666667;116;
382;1999;45.43333333;-73.16666667;123;
383;1999;45.18333333;-73.85;123;
384;1999;45.43333333;-73.16666667;120;
385;1999;45.5;-72.9;137;
386;1999;45.72416667;-72.85694444;119;
387;1999;45.91194444;-72.93166667;123;
388;1999;45.35;-72.93333333;120;
389;1999;45.66555556;-73.05027778;115;
390;1999;45.13333333;-74;118;
391;1999;45.2;-72.75;121;
392;1999;45.73333333;-72.91666667;120;
393;1999;45.29138889;-74.17555556;132;
394;1999;45.68333333;-73.2;117;
395;1999;45.91194444;-72.93166667;125;
396;1999;45.2;-73.98333333;123;
397;1999;45.43805556;-72.88805556;123;
398;1999;45.13333333;-74;118;
399;1999;45.35;-72.93333333;120;
400;1999;45.25;-73.8;125;
401;1999;45.18333333;-73.85;123;
402;1999;45.68333333;-73.2;123;
403;2000;45.5;-72.9;;
404;2000;45.21666667;-73.73333333;128;
405;2000;45.65;-72.56666667;137;
406;2000;45.53333333;-73;152;
407;2000;45.41666667;-73;138;
408;2000;45.66555556;-73.05027778;124;
409;2000;45.73333333;-72.73333333;124;
410;2000;45.72416667;-72.85694444;;
411;2000;45.41666667;-73;129;
412;2000;45.96666667;-72.68333333;139;
413;2000;45.91194444;-72.93166667;136;
414;2000;45.65;-72.76666667;151;
415;2000;45.35;-72.93333333;151;
416;2000;45.35;-72.93333333;137;
417;2000;45.56388889;-72.70888889;151;
418;2000;45.17777778;-74.12916667;138;
419;2000;45.43333333;-73.16666667;127;
420;2000;45.65;-72.76666667;130;
421;2001;45.1625;-74.19722222;123;
422;2001;45.5;-72.9;127;
423;2001;45.68833333;-72.80611111;118;
424;2001;45.73333333;-72.91666667;126;
425;2001;45.68333333;-72.58333333;;
426;2001;45.41666667;-73;124;
427;2001;45.65;-72.56666667;127;
428;2001;45.53333333;-73;121;
429;2001;46.01666667;-73.56666667;126;
430;2001;45.72416667;-72.85694444;121;
431;2001;45.65;-72.68333333;122;
432;2001;45.76666667;-73.81666667;121;
433;2001;45.65;-72.68333333;123;
434;2001;45.53333333;-73;122;
435;2001;46.13333333;-73.51666667;131;
436;2001;45.96666667;-73.71666667;125;
437;2001;45.85694444;-73.59055556;138;
438;2001;45.56666667;-72.85;127;
439;2001;45.56388889;-72.70888889;126;
440;2001;45.17777778;-74.12916667;121;
441;2001;46;-72.75;129;
442;2001;46.2;-73.61666667;127;
443;2001;45.78333333;-73.15;122;
444;2001;45.91194444;-72.93166667;128;
445;2002;45.95694444;-72.85555556;127;
446;2002;46.05;-72.7;132;
447;2002;46.13333333;-73.51666667;122;
448;2002;45.65;-72.56666667;129;
449;2002;45.76666667;-73.81666667;134;
450;2002;46.13333333;-73.51666667;122;
451;2002;46.13333333;-73.51666667;146;
452;2002;45.88333333;-72.76666667;130;
453;2002;45.35;-72.93333333;131;
454;2002;45.65;-72.68333333;126;
455;2002;45.65;-72.76666667;143;
456;2002;45.56388889;-72.70888889;143;
457;2002;45.88333333;-72.76666667;133;
458;2002;45.56388889;-72.70888889;129;
459;2002;45.91194444;-72.93166667;130;
460;2002;45.48305556;-72.74666667;147;
461;2002;45.41666667;-73;;
462;2002;45.32583333;-72.80833333;;
463;1998;45.43333333;-73.16666667;120;
464;1998;46.11666667;-72.98333333;127;
465;1998;45.11666667;-72.98333333;127;
466;1999;45.33333333;-73.16666667;119;
467;1999;45.53333333;-73;113;
468;1999;45.41666667;-73;119;
469;1999;45.68333333;-73.2;118;
470;1999;45.21666667;-73.73333333;120;
471;1999;45.41666667;-73;124;
472;1999;45.65;-72.56666667;122;
473;1999;45.41666667;-73;116;
474;1999;45.76666667;-72.98333333;134;
475;1999;45.64305556;-72.90083333;113;
476;1999;45.33333333;-73.16666667;113;
477;1999;45.91194444;-72.93166667;127;
478;1999;45.11666667;-74.35;124;
479;1999;46.01666667;-73.35;126;
480;2000;46;-72.75;138;
481;2000;45.85;-73.76666667;124;
482;2000;45.91194444;-72.93166667;137;
483;2000;45.41666667;-73;126;
484;2000;45.76666667;-72.98333333;126;
485;2000;45.03333333;-73.91666667;136;
486;2000;46.00138889;-72.905;125;
487;2000;45.17138889;-73.03388889;138;
488;2000;45.41666667;-73;;
489;2000;45.11666667;-74.35;150;
490;2000;45.97333333;-72.99916667;138;
491;2001;45.66555556;-73.05027778;120;
492;2001;45.08333333;-73.36666667;121;
493;2001;45.41666667;-73;124;
494;2001;46;-72.75;127;
495;2001;45.71027778;-73.63333333;123;
496;2001;46.71027778;-74.63333333;123;
497;2001;47.71027778;-75.63333333;123;
498;2001;45.9;-73.66666667;122;
499;2001;46.01666667;-73.35;128;
500;2001;45.5;-72.9;123;
501;2001;45.91194444;-72.93166667;128;
502;2001;45.85694444;-73.59055556;125;
503;2002;45.51666667;-73.11666667;126;
504;2002;45.91194444;-72.93166667;125;
505;2002;45;-74.5;132;
506;2002;45.73333333;-72.73333333;133;
507;2002;45.68333333;-73.18333333;148;
508;2002;45.71027778;-73.63333333;134;
509;2002;45.5;-72.9;129;
510;2002;45.53333333;-73;134;
511;1998;45.43805556;-72.88805556;121;
512;1998;45.56666667;-72.85;129;
513;1999;45.73333333;-72.73333333;118;
514;1999;45.73333333;-72.73333333;123;
515;1999;45.93333333;-73.61666667;;
516;1999;46.39166667;-73.105;113;
517;2000;45.43805556;-72.88805556;169;
518;2000;45.11666667;-74.35;125;
519;2000;45.73333333;-72.73333333;137;
520;2001;45.43805556;-72.88805556;122;
521;2001;45.11666667;-74.35;118;
522;2001;45.41666667;-73;124;
523;2001;45.65;-72.56666667;127;
524;2001;46.08333333;-73.35;124;
525;2001;46.18333333;-73.13333333;121;
526;2001;45.95;-73.56666667;123;
527;2001;45.78333333;-73.15;122;
528;2002;45.73333333;-72.91666667;115;
529;2002;46.08333333;-73.35;132;
530;1998;45.41666667;-73;134;
531;1998;45.83333333;-73.06666667;130;
532;1998;45.83333333;-73.06666667;120;
533;1999;45.41666667;-73;116;
534;2000;45.41666667;-73;;
535;2000;46;-72.75;138;
536;2000;45.39166667;-73.105;122;
537;2000;45.93333333;-73.61666667;123;
538;2000;45.73333333;-72.73333333;129;
539;2000;45.41666667;-73;;
540;2000;46.00138889;-72.905;125;
541;2001;45.35;-72.93333333;122;
542;2001;46;-72.75;127;
543;2001;45.35;-72.93333333;115;
544;2001;45.41666667;-73;124;
545;2001;45.53333333;-73;122;
546;2002;45.73333333;-72.91666667;116;
547;2002;45.1;-73.76666667;133;
548;2002;45.53333333;-73;134;
549;2002;45.41666667;-73;143;
550;2002;45.41666667;-73;116;
551;2002;45.83333333;-73.4;148;
552;2002;45.33333333;-72.81666667;124;
553;2008;45.62305556;-74.01194444;149;
554;2009;45.13;-72.80055556;156;
555;2009;45.18333333;-73.43611111;133;
556;2009;45.62305556;-74.01194444;146;
557;2009;45.27694444;-73.41722222;156;
558;2009;45.18555556;-73.42416667;142;
559;2009;46.69805556;-71.58444444;;
560;2009;46.69805556;-71.58444444;;
561;2002;45.41666667;-73;144;
562;2001;45.41666667;-73;124;
563;2001;45.41666667;-73;120;
564;2001;45.65;-72.56666667;127;
565;2002;45.41666667;-73;116;
566;2002;45.83333333;-73.4;148;
567;1996;45.61666667;-72.95;;
568;1997;45.61666667;-72.95;;
569;2000;45.61666667;-72.95;;
570;2001;45.61666667;-72.95;;
571;1997;45.61666667;-72.95;;
572;1998;45.61666667;-72.95;;
573;2001;45.61666667;-72.95;;
574;2002;45.61666667;-72.95;;
575;1998;45.21666667;-73.28333333;118;292
576;1998;45.21666667;-73.28333333;119;294
